agencyId,agencyName,uoaId,uoaName,line,description,payBank,titleCode,minRate,maxRate,numPositions,annualRate,
002,Mayoralty,020,Office of the Mayor-PS,1676,Secretary Office of the M,D 002,05384,35000,71397,4,266914
002,Mayoralty,020,Office of the Mayor-PS,1735,Director of Scheduling,D 002,06649,49492,212614,1,92500
002,Mayoralty,020,Office of the Mayor-PS,1800,Mayoral Office Assistant,D 002,06405,27643,70567,1,44852
002,Mayoralty,020,Office of the Mayor-PS,1810,Mayoral Office Assistant,D 002,06405,27643,70567,49,2093472
002,Mayoralty,020,Office of the Mayor-PS,1815,Clerical Associate,D 002,10251,20095,52966,1,56770
002,Mayoralty,020,Office of the Mayor-PS,1816,Mayoral Program Coordinat,D 002,06423,43574,76986,15,936055
002,Mayoralty,020,Office of the Mayor-PS,1990,Senior Project Planner (M,D 002,05482,54876,97918,1,95191
002,Mayoralty,020,Office of the Mayor-PS,2014,Assistant Housekeeper (Of,D 002,09990,30367,75712,1,74011
002,Mayoralty,020,Office of the Mayor-PS,2021,Executive Administrator O,D 002,05395,49492,212614,1,101348
002,Mayoralty,020,Office of the Mayor-PS,2022,Executive Cook (Ma),D 002,09989,49492,212614,1,97548
002,Mayoralty,020,Office of the Mayor-PS,2035,Special Assistant,D 002,0668A,49492,212614,75,6261169
002,Mayoralty,020,Office of the Mayor-PS,2038,Fiscal Responsibility Off,D 002,06366,55113,70985,1,70985
002,Mayoralty,020,Office of the Mayor-PS,2042,Research Projects Coordin,D 002,60913,49492,212614,2,160000
002,Mayoralty,020,Office of the Mayor-PS,2100,Deputy Mayor,D 002,12940,49492,212614,1,212614
002,Mayoralty,020,Office of the Mayor-PS,2104,Assistant Director of Int,D 002,05454,49492,212614,1,172000
002,Mayoralty,020,Office of the Mayor-PS,2106,Assistant Director of Int,D 002,06558,49492,212614,1,150000
002,Mayoralty,020,Office of the Mayor-PS,2109,Assistant Legislative Rep,D 002,30070,49492,212614,5,460878
002,Mayoralty,020,Office of the Mayor-PS,2110,Assistant Legislative Rep,D 002,06144,49492,212614,1,75000
002,Mayoralty,020,Office of the Mayor-PS,2113,Calendar Assistant,D 002,13252,51890,85104,1,83325
002,Mayoralty,020,Office of the Mayor-PS,2119,Publishing Associate (Ma),D 002,06421,56243,82202,2,123095
002,Mayoralty,020,Office of the Mayor-PS,2120,Administrative Printing S,D 002,10096,49492,212614,1,84500
002,Mayoralty,020,Office of the Mayor-PS,2123,Assistant Director of Int,D 002,05455,49492,212614,1,150000
002,Mayoralty,020,Office of the Mayor-PS,2131,Director  Nyc Art Commiss,D 002,06030,49492,212614,1,192198
002,Mayoralty,020,Office of the Mayor-PS,2180,First Deputy Mayor,D 002,12942,53373,212614,1,245760
002,Mayoralty,020,Office of the Mayor-PS,2183,Press Officer (Office Of,D 002,6087A,49492,212614,9,880200
002,Mayoralty,020,Office of the Mayor-PS,2184,Executive Agency Counsel,D 002,95005,49492,212614,4,555000
002,Mayoralty,020,Office of the Mayor-PS,2243,Research Projects Coordin,D 002,05277,33000,113500,5,390418
002,Mayoralty,020,Office of the Mayor-PS,2244,Research Projects Coordin,D 002,0527A,49492,212614,24,1822358
002,Mayoralty,020,Office of the Mayor-PS,2280,Associate Staff Analyst,D 002,12627,57245,88649,1,75295
002,Mayoralty,020,Office of the Mayor-PS,4100,Coordinator of Veterans A,D 002,06353,49492,212614,1,98904
002,Mayoralty,020,Office of the Mayor-PS,5119,Legislative Aide (Office,D 002,05383,45000,51529,1,51529
002,Mayoralty,020,Office of the Mayor-PS,6315,Computer Systems Manager,D 002,10050,49492,212614,3,344220
002,Mayoralty,020,Office of the Mayor-PS,6316,Computer Operations Manag,D 002,10074,49492,212614,7,666120
002,Mayoralty,040,Office of Mgmt and Budget-PS,1000,Administrative Project Ma,D 019,83008,49492,212614,1,157697
002,Mayoralty,040,Office of Mgmt and Budget-PS,1001,Director of Management &,D 019,40145,49492,212614,1,205180
002,Mayoralty,040,Office of Mgmt and Budget-PS,1002,Executive Agency Counsel,D 019,95005,49492,212614,1,185000
002,Mayoralty,040,Office of Mgmt and Budget-PS,1003,Administrative Manager,D 019,10025,49492,212614,1,153710
002,Mayoralty,040,Office of Mgmt and Budget-PS,1004,Administrative Staff Anal,D 019,10026,49492,212614,11,1523760
002,Mayoralty,040,Office of Mgmt and Budget-PS,1005,Budget Analyst (Omb)-Mana,D 019,0608A,49492,212614,58,6785705
002,Mayoralty,040,Office of Mgmt and Budget-PS,1008,Computer Systems Manager,D 019,10050,49492,212614,5,701501
002,Mayoralty,040,Office of Mgmt and Budget-PS,1010,Budget Analyst (Omb),D 019,06088,49640,91193,226,14103913
002,Mayoralty,040,Office of Mgmt and Budget-PS,1011,Statistical Secretary (Om,D 019,05363,40214,75103,18,1006185
002,Mayoralty,040,Office of Mgmt and Budget-PS,1012,Deputy General Counsel (O,D 019,30106,49492,212614,1,128431
002,Mayoralty,040,Office of Mgmt and Budget-PS,1015,Supervisor of Office Mach,D 019,11704,35534,53337,1,41994
002,Mayoralty,040,Office of Mgmt and Budget-PS,1016,Computer Operations Manag,D 019,10074,49492,212614,1,112102
002,Mayoralty,040,Office of Mgmt and Budget-PS,1021,Administrative Manager-Nm,D 019,1002C,53373,119841,1,73403
002,Mayoralty,040,Office of Mgmt and Budget-PS,1698,Computer Specialist(opera,D 019,13622,74300,100849,1,69336
002,Mayoralty,040,Office of Mgmt and Budget-PS,2003,Deputy Director of Manage,D 019,40141,49492,212614,3,563879
002,Mayoralty,040,Office of Mgmt and Budget-PS,2026,Community Associate,D 019,56057,37072,53788,1,32120
002,Mayoralty,040,Office of Mgmt and Budget-PS,2743,Director of Financing Pol,D 019,40143,49492,212614,1,187960
002,Mayoralty,050,Criminal Justice Programs PS,1205,Executive Agency Counsel,D 002,95005,49492,212614,2,235478
002,Mayoralty,050,Criminal Justice Programs PS,1210,Executive Agency Counsel,D 002,95005,49492,212614,2,236100
002,Mayoralty,050,Criminal Justice Programs PS,1804,Executive Agency Counsel,D 002,95005,49492,212614,2,194688
002,Mayoralty,050,Criminal Justice Programs PS,2274,Mayoral Program Coordinat,D 002,06423,43574,76986,2,99980
002,Mayoralty,050,Criminal Justice Programs PS,2275,Research Project Coordina,D 002,05277,33000,113500,1,46000
002,Mayoralty,050,Criminal Justice Programs PS,2276,Research Projects Coord (,D 002,0527A,49492,212614,10,601740
002,Mayoralty,050,Criminal Justice Programs PS,2280,Special Assistant (Ma),D 002,0668A,49492,212614,1,51000
002,Mayoralty,050,Criminal Justice Programs PS,2285,Reasearch Project Coordin,D 002,0527A,49492,212614,4,279130
002,Mayoralty,050,Criminal Justice Programs PS,5067,Administrative Staff Anal,D 002,10026,49492,212614,3,349841
002,Mayoralty,050,Criminal Justice Programs PS,5082,Mayoral Office Assistant,D 002,06405,27643,70567,4,175530
002,Mayoralty,050,Criminal Justice Programs PS,6030,Community Associate,D 002,56057,37072,53788,1,45456
002,Mayoralty,050,Criminal Justice Programs PS,6090,Clerical Associate,D 002,10251,20095,52966,1,31852
002,Mayoralty,061,Off of Labor Relations-PS,1003,Administrative Manager,D 214,10025,49492,212614,1,92868
002,Mayoralty,061,Off of Labor Relations-PS,1008,Administrative Staff Anal,D 214,10026,49492,212614,2,209258
002,Mayoralty,061,Off of Labor Relations-PS,1110,Staff Analyst,D 214,12626,45029,67459,1,40544
002,Mayoralty,061,Off of Labor Relations-PS,1111,Employee Assistance Progr,D 214,06408,27523,83081,3,146064
002,Mayoralty,061,Off of Labor Relations-PS,1183,Deputy Commissioner of La,D 214,13366,49492,212614,1,172897
002,Mayoralty,061,Off of Labor Relations-PS,1235,Counsel (Olr),D 214,30100,49492,212614,1,150000
002,Mayoralty,061,Off of Labor Relations-PS,1260,Administrative Staff Anal,D 214,10026,49492,212614,4,259799
002,Mayoralty,061,Off of Labor Relations-PS,1307,Assistant Commissioner Of,D 214,13365,49492,212614,3,337000
002,Mayoralty,061,Off of Labor Relations-PS,1308,Associate Counsel (Olr),D 214,30098,49492,212614,2,213827
002,Mayoralty,061,Off of Labor Relations-PS,1309,Commissioner of Labor Rel,D 214,13367,49492,212614,1,205180
002,Mayoralty,061,Off of Labor Relations-PS,1455,Secretary to the First De,D 214,06738,36713,68141,1,175000
002,Mayoralty,061,Off of Labor Relations-PS,1545,Principal Administrative,D 214,10124,45978,75630,8,392810
002,Mayoralty,061,Off of Labor Relations-PS,1617,Secretary (Levels 1a 2a 3,D 214,10252,28588,52966,1,32642
002,Mayoralty,061,Off of Labor Relations-PS,1719,Principal Administrative,D 002,10124,45978,75630,1,54000
002,Mayoralty,061,Off of Labor Relations-PS,1940,Deputy Assistant Counsel,D 214,06361,78200,109061,5,350196
002,Mayoralty,061,Off of Labor Relations-PS,2000,Employee Health Benefits,D 214,05346,49492,212614,1,184587
002,Mayoralty,061,Off of Labor Relations-PS,2002,Administrative Staff Anal,D 214,10026,49492,212614,2,218080
002,Mayoralty,061,Off of Labor Relations-PS,2005,Insurance Advisor (Health,D 214,40236,57962,79589,1,59962
002,Mayoralty,061,Off of Labor Relations-PS,2018,Principal Administrative,D 214,10124,45978,75630,3,196636
002,Mayoralty,061,Off of Labor Relations-PS,2030,Clerical Associate,D 214,10251,20095,52966,11,447366
002,Mayoralty,061,Off of Labor Relations-PS,2056,Clerical Associate,D 002,10251,20095,52966,2,68527
002,Mayoralty,061,Off of Labor Relations-PS,2057,Computer Systems Manager,D 002,10050,49492,212614,1,125000
002,Mayoralty,061,Off of Labor Relations-PS,2058,Administrative Manager,D 214,10025,49492,212614,1,49009
002,Mayoralty,061,Off of Labor Relations-PS,2059,Associate Staff Analyst,D 214,12627,57245,88649,1,82860
002,Mayoralty,061,Off of Labor Relations-PS,2060,Accountant (Incl. Otb),D 214,40510,44048,75555,1,49654
002,Mayoralty,061,Off of Labor Relations-PS,2062,Clerical Associate Most M,D 214,10251,20095,52966,1,40890
002,Mayoralty,061,Off of Labor Relations-PS,2063,Associate Accountant (Inc,D 214,40517,54312,75555,2,122627
002,Mayoralty,061,Off of Labor Relations-PS,2078,Principal Administrative,D 214,10124,45978,75630,1,61427
002,Mayoralty,061,Off of Labor Relations-PS,2096,Clerical Associate Most M,D 214,10251,20095,52966,1,41007
002,Mayoralty,061,Off of Labor Relations-PS,2098,Clerical Associate Most M,D 214,10251,20095,52966,1,44628
002,Mayoralty,061,Off of Labor Relations-PS,2100,Agency Chief Contracting,D 214,82950,49492,212614,1,77512
002,Mayoralty,061,Off of Labor Relations-PS,3000,Tests and Measurements Sp,D 214,12704,52162,88649,1,76416
002,Mayoralty,061,Off of Labor Relations-PS,3010,Principal Administrative,D 214,10124,45978,75630,2,132730
002,Mayoralty,061,Off of Labor Relations-PS,3011,Principal Administrative,D 214,10124,45978,75630,1,53007
002,Mayoralty,061,Off of Labor Relations-PS,3050,Computer Systems Manager,D 214,10050,49492,212614,1,105865
002,Mayoralty,061,Off of Labor Relations-PS,4004,Principal Administrative,D 214,10124,45978,75630,1,51043
002,Mayoralty,061,Off of Labor Relations-PS,4005,Insurance Advisor (Health,D 214,40236,57962,79589,3,242048
002,Mayoralty,061,Off of Labor Relations-PS,4020,Staff Analyst,D 214,12626,45029,67459,1,68466
002,Mayoralty,061,Off of Labor Relations-PS,4021,Principal Administrative,D 214,10124,45978,75630,1,46054
002,Mayoralty,061,Off of Labor Relations-PS,5002,Associate Staff Analyst,D 214,12627,57245,88649,1,89528
002,Mayoralty,061,Off of Labor Relations-PS,5004,Clerical Associate,D 214,10251,20095,52966,9,536540
002,Mayoralty,061,Off of Labor Relations-PS,5006,Associate Staff Analyst,D 214,12627,57245,88649,1,68466
002,Mayoralty,061,Off of Labor Relations-PS,5008,Administrative Staff Anal,D 214,10026,49492,212614,1,75858
002,Mayoralty,061,Off of Labor Relations-PS,6004,Employee Assistance Progr,D 214,06408,27523,83081,5,325233
002,Mayoralty,061,Off of Labor Relations-PS,7001,Deputy Assistant Counsel,D 002,06361,78200,109061,1,70549
002,Mayoralty,061,Off of Labor Relations-PS,9000,Community Assistant,D 002,56056,31454,35573,1,27421
002,Mayoralty,070,Nyc Comm to the Un-PS,1345,Administrative Staff Anal,D 002,10026,49492,212614,1,165000
002,Mayoralty,070,Nyc Comm to the Un-PS,1346,Administrative Business P,D 002,10009,49492,212614,1,95000
002,Mayoralty,070,Nyc Comm to the Un-PS,1370,Special Assistant (Ma),D 002,0668A,49492,212614,4,314000
002,Mayoralty,070,Nyc Comm to the Un-PS,1885,Mayoral Office Assistant,D 002,06405,27643,70567,1,52036
002,Mayoralty,260,Off for People with Disab-PS,1160,Special Assistant (Ma)-Mg,D 002,0668A,49492,212614,1,192198
002,Mayoralty,260,Off for People with Disab-PS,1557,Mayoral Office Assistant,D 002,06405,27643,70567,2,73351
002,Mayoralty,260,Off for People with Disab-PS,1560,Staff Assistant (Office O,D 002,06393,34000,89254,1,37555
002,Mayoralty,260,Off for People with Disab-PS,1605,Mayoral Program Coordinat,D 002,06423,43574,76986,2,165774
002,Mayoralty,260,Off for People with Disab-PS,5003,Mayoral Office Assistant,D 002,06405,27643,70567,2,86630
002,Mayoralty,280,Office of Construction-PS,1701,Exec Agency Counsel,D 002,95005,49492,212614,1,85000
002,Mayoralty,280,Office of Construction-PS,1705,Research Project Coord. (,D 002,0527A,49492,212614,1,90000
002,Mayoralty,280,Office of Construction-PS,1706,Special Assistant (Ma),D 002,0668A,49492,212614,1,95200
002,Mayoralty,280,Office of Construction-PS,1711,Mayoral Program Coordinat,D 002,06423,43574,76986,5,252872
002,Mayoralty,280,Office of Construction-PS,1720,Mayoral Office Assistant,D 002,06405,27643,70567,4,174800
002,Mayoralty,280,Office of Construction-PS,1830,Administrative Manager,D 002,10025,49492,212614,1,76480
002,Mayoralty,340,Community Affairs Unit-PS,1090,Director of Community Ass,D 002,13362,49492,212614,1,192198
002,Mayoralty,340,Community Affairs Unit-PS,1115,Special Assistant (Ma)-Mg,D 002,0668A,49492,212614,9,702000
002,Mayoralty,340,Community Affairs Unit-PS,1202,Mayoral Office Assistant,D 002,06405,27643,70567,2,88000
002,Mayoralty,340,Community Affairs Unit-PS,2035,Special Assistant (Ma)-Mg,D 002,0668A,49492,212614,1,110000
002,Mayoralty,340,Community Affairs Unit-PS,2042,Research Projects Coordin,D 002,60913,49492,212614,1,60000
002,Mayoralty,380,Office of Operations-PS,1100,Director  Office of Opera,D 002,05423,49492,212614,1,205180
002,Mayoralty,380,Office of Operations-PS,1195,Administrative Manager,D 002,10025,49492,212614,3,455400
002,Mayoralty,380,Office of Operations-PS,1269,Administrative Staff Anal,D 002,10026,49492,212614,7,788082
002,Mayoralty,380,Office of Operations-PS,1270,Project Planner (Ma),D 002,05481,60998,76857,1,60998
002,Mayoralty,380,Office of Operations-PS,1271,Special Assistant (Ma),D 002,0668A,49492,212614,3,255000
002,Mayoralty,380,Office of Operations-PS,1300,Research Project Coordina,D 002,0527A,49492,212614,13,1085000
002,Mayoralty,380,Office of Operations-PS,1301,Auditor (Office of the Ma,D 002,06392,74435,74992,1,74992
002,Mayoralty,380,Office of Operations-PS,1502,Clerical Associate,D 002,10251,20095,52966,1,37759
002,Mayoralty,380,Office of Operations-PS,1506,Mayoral Office Assistant,D 002,06405,27643,70567,1,37131
002,Mayoralty,380,Office of Operations-PS,1861,Secretary (Office of The,D 002,05384,35000,71397,2,109459
002,Mayoralty,380,Office of Operations-PS,1920,Senior Service Inspector,D 002,09709,39926,47941,1,49870
002,Mayoralty,380,Office of Operations-PS,1925,Service Inspector (Projec,D 002,09708,29519,43420,4,148820
002,Mayoralty,380,Office of Operations-PS,2526,Mayoral Program Coordinat,D 002,06423,43574,76986,1,75348
003,Board of Elections,001,Personal Services,1100,Executive Director (Board,D 003,94223,49492,212614,1,172753
003,Board of Elections,001,Personal Services,1101,Coordiner Election Day Op,D 003,94409,68528,78733,1,92190
003,Board of Elections,001,Personal Services,1102,Director  Public Affairs,D 003,94408,49492,212614,1,97893
003,Board of Elections,001,Personal Services,1103,Associate Staff Analyst (,D 003,94414,69711,90257,11,789646
003,Board of Elections,001,Personal Services,1105,Deputy Executive Director,D 003,94224,49492,212614,1,155478
003,Board of Elections,001,Personal Services,1106,Administrative Manager (B,D 003,94372,49492,212614,1,152899
003,Board of Elections,001,Personal Services,1108,Voter Registration Activi,D 003,94407,68528,78733,1,84842
003,Board of Elections,001,Personal Services,1110,Computer Systems Manager,D 003,94225,49492,212614,2,239655
003,Board of Elections,001,Personal Services,1111,Computer Specialist (Soft,D 003,94526,99086,116617,4,448937
003,Board of Elections,001,Personal Services,1112,Computer Operator (Board,D 003,94389,40500,56606,2,81000
003,Board of Elections,001,Personal Services,1114,Project Coordinator of El,D 003,94412,81396,81396,6,537979
003,Board of Elections,001,Personal Services,1115,Senior Administrator (Boa,D 003,94201,75243,81239,1,100464
003,Board of Elections,001,Personal Services,1116,Senior Systems Analysts (,D 003,94388,91734,91734,1,98652
003,Board of Elections,001,Personal Services,1117,Senior Computer Programme,D 003,94229,59052,71947,9,631041
003,Board of Elections,001,Personal Services,1121,Chief Clerk (Board of El,D 003,94203,49492,212614,1,113433
003,Board of Elections,001,Personal Services,1122,Chief Clerk (Board of El,D 003,94203,49492,212614,1,101988
003,Board of Elections,001,Personal Services,1123,Chief Clerk (Board of El,D 003,94203,49492,212614,1,110354
003,Board of Elections,001,Personal Services,1124,Chief Clerk (Board of El,D 003,94203,49492,212614,1,108055
003,Board of Elections,001,Personal Services,1130,Finance Officer,D 003,94214,55871,55871,1,94630
003,Board of Elections,001,Personal Services,1135,Administrative Associate,D 003,94206,50703,50703,23,1227246
003,Board of Elections,001,Personal Services,1136,Administrative Associate,D 003,94206,50703,50703,17,947499
003,Board of Elections,001,Personal Services,1140,Deputy Chief Clerk (Board,D 003,94204,49492,212614,1,108294
003,Board of Elections,001,Personal Services,1141,Deputy Chief Clerk (Board,D 003,94204,49492,212614,1,92101
003,Board of Elections,001,Personal Services,1142,Deputy Chief Clerk (Board,D 003,94204,49492,212614,2,182430
003,Board of Elections,001,Personal Services,1144,Deputy Chief Clerk (Board,D 003,94204,49492,212614,1,101588
003,Board of Elections,001,Personal Services,1150,Assistant Finance Officer,D 003,94215,50703,50703,2,111916
003,Board of Elections,001,Personal Services,1160,Administrative Assistant,D 003,94207,42659,42659,45,2026947
003,Board of Elections,001,Personal Services,1161,Administrative Assistant,D 003,94207,42659,42659,20,880370
003,Board of Elections,001,Personal Services,1164,Administrative Assistant,D 003,94207,42659,42659,8,348959
003,Board of Elections,001,Personal Services,1170,Director of Equipment,D 003,94208,55871,55871,3,199250
003,Board of Elections,001,Personal Services,1174,Coordinator Counsel(board,D 003,94406,49492,212614,2,263364
003,Board of Elections,001,Personal Services,1175,Counsel to the Board (Boa,D 003,94200,48799,48799,2,99402
003,Board of Elections,001,Personal Services,1180,Clerk to the Board,D 003,94216,29323,29323,7,244326
003,Board of Elections,001,Personal Services,1182,Clerk to the Board,D 003,94216,29323,29323,3,96786
003,Board of Elections,001,Personal Services,1183,Clerk to the Board (Board,D 003,94216,29323,29323,3,114443
003,Board of Elections,001,Personal Services,1184,Clerk to the Board,D 003,94216,29323,29323,6,181019
003,Board of Elections,001,Personal Services,1186,Clerk to the Board,D 003,94216,29323,29323,1,32740
003,Board of Elections,001,Personal Services,1187,Clerk to the Board,D 003,94216,29323,29323,1,29323
003,Board of Elections,001,Personal Services,1188,Clerk to the Board,D 003,94216,29323,29323,2,61985
003,Board of Elections,001,Personal Services,1189,Clerk to the Board,D 003,94216,29323,29323,7,209052
003,Board of Elections,001,Personal Services,1190,Clerk to the Board,D 003,94216,29323,29323,1,27927
003,Board of Elections,001,Personal Services,1191,Clerk to the Board,D 003,94216,29323,29323,3,87073
003,Board of Elections,001,Personal Services,1192,Clerk to the Board,D 003,94216,29323,29323,2,63537
003,Board of Elections,001,Personal Services,1193,Clerk to the Board,D 003,94216,29323,29323,8,242197
003,Board of Elections,001,Personal Services,1194,Clerk to the Board,D 003,94216,29323,29323,2,63526
003,Board of Elections,001,Personal Services,1195,Clerk to the Board,D 003,94216,29323,29323,4,126926
003,Board of Elections,001,Personal Services,1198,Clerk to the Board,D 003,94216,29323,29323,4,122368
003,Board of Elections,001,Personal Services,1201,Clerk to the Board,D 003,94216,29323,29323,9,265889
003,Board of Elections,001,Personal Services,1202,Clerk to the Board,D 003,94216,29323,29323,3,108497
003,Board of Elections,001,Personal Services,1203,Clerk to the Board,D 003,94216,29323,29323,3,90019
003,Board of Elections,001,Personal Services,1205,Clerk to the Board,D 003,94216,29323,29323,11,341072
003,Board of Elections,001,Personal Services,1206,Clerk to the Board,D 003,94216,29323,29323,1,29922
003,Board of Elections,001,Personal Services,1211,Clerk to the Board,D 003,94216,29323,29323,5,152454
003,Board of Elections,001,Personal Services,1212,Clerk to the Board,D 003,94216,29323,29323,3,96469
003,Board of Elections,001,Personal Services,1214,Clerk to the Board,D 003,94216,29323,29323,1,32607
003,Board of Elections,001,Personal Services,1215,Clerk to the Board,D 003,94216,29323,29323,2,64563
003,Board of Elections,001,Personal Services,1217,Clerk to the Board,D 003,94216,29323,29323,10,314974
003,Board of Elections,001,Personal Services,1236,Voting Machine Technician,D 003,94210,30088,30088,20,605126
003,Board of Elections,001,Personal Services,1237,Voting Machine Technician,D 003,94210,30088,30088,4,131455
003,Board of Elections,001,Personal Services,1238,Voting Machine Technician,D 003,94210,30088,30088,10,316176
003,Board of Elections,001,Personal Services,1239,Voting Machine Technician,D 003,94210,30088,30088,3,94219
003,Board of Elections,001,Personal Services,1240,Voting Machine Technician,D 003,94210,30088,30088,2,68548
003,Board of Elections,001,Personal Services,1242,Voting Machine Technician,D 003,94210,30088,30088,1,33306
003,Board of Elections,001,Personal Services,1243,Voting Machine Technician,D 003,94210,30088,30088,2,69511
003,Board of Elections,001,Personal Services,1244,Voting Machine Technician,D 003,94210,30088,30088,1,35566
003,Board of Elections,001,Personal Services,1245,Voting Machine Technician,D 003,94210,30088,30088,2,71003
003,Board of Elections,001,Personal Services,1246,Voting Machine Technician,D 003,94210,30088,30088,2,68558
003,Board of Elections,001,Personal Services,1247,Voting Machine Technician,D 003,94210,30088,30088,2,64694
003,Board of Elections,001,Personal Services,1248,Voting Machine Technician,D 003,94210,30088,30088,3,90264
003,Board of Elections,001,Personal Services,1249,Voting Machine Technician,D 003,94210,30088,30088,2,73203
003,Board of Elections,001,Personal Services,1250,Voting Machine Technician,D 003,94210,30088,30088,4,132680
003,Board of Elections,001,Personal Services,1251,Voting Machine Technician,D 003,94210,30088,30088,5,169445
003,Board of Elections,001,Personal Services,1253,Voting Machine Technician,D 003,94210,30088,30088,1,28655
003,Board of Elections,001,Personal Services,1254,Voting Machine Technician,D 003,94210,30088,30088,7,216830
003,Board of Elections,001,Personal Services,1255,Voting Machine Technician,D 003,94210,30088,30088,6,197548
003,Board of Elections,001,Personal Services,1302,Stenographer/secretarial,D 003,94374,37017,37017,1,45820
004,Campaign Finance Board,001,Personal Services,1006,Executive Agency Counsel,D 004,95005,49492,212614,1,175636
004,Campaign Finance Board,001,Personal Services,1100,Executive Director,D 004,94465,49492,212614,1,201749
004,Campaign Finance Board,001,Personal Services,1103,Director of Public Relati,D 004,06470,49492,212614,1,106842
004,Campaign Finance Board,001,Personal Services,1111,Administrative Accountant,D 004,10001,49492,212614,1,123750
004,Campaign Finance Board,001,Personal Services,1117,Secretary to the Executiv,D 004,06463,48692,69576,1,92839
004,Campaign Finance Board,001,Personal Services,1151,Administrative Staff Anal,D 004,10026,49492,212614,2,249325
004,Campaign Finance Board,001,Personal Services,2000,Analyst (Campaign Fin Bd),D 004,06601,26915,84811,44,2999451
004,Campaign Finance Board,001,Personal Services,2001,Attorney-Campaign Fin Boa,D 004,06604,53296,124869,11,782192
004,Campaign Finance Board,001,Personal Services,2002,Admin Asst-Campaign Fin B,D 004,06603,24310,61776,13,789730
004,Campaign Finance Board,001,Personal Services,2003,Systems Administrator-Cam,D 004,06602,44162,105465,4,400705
008,Office of the Actuary,100,Personal Service,1100,Chief Actuary,D 008,40735,53373,212614,1,245757
008,Office of the Actuary,100,Personal Service,1180,Administrative Actuary,D 008,82985,49492,212614,5,826303
008,Office of the Actuary,100,Personal Service,1185,Administrative Staff Anal,D 008,10026,49492,212614,1,98118
008,Office of the Actuary,100,Personal Service,1214,Administrative Actuary,D 008,82985,49492,212614,1,116781
008,Office of the Actuary,100,Personal Service,1216,Actuarial Specialist Leve,D 008,40731,44048,75555,4,316869
008,Office of the Actuary,100,Personal Service,1227,Actuary,D 008,40710,32437,42364,20,1209706
008,Office of the Actuary,100,Personal Service,1228,Procurement Analyst,D 008,12158,40139,85053,1,44232
008,Office of the Actuary,100,Personal Service,1250,Secretary (Levels 1a 2a 3,D 008,10252,28588,52966,2,112675
010,Borough President - Manhattan,001,Personal Services,1100,Borough President,D 010,12994,45758,196574,20,1659773
010,Borough President - Manhattan,001,Personal Services,1111,Administrative Manager,D 010,10025,49492,212614,1,80000
010,Borough President - Manhattan,001,Personal Services,1175,Community Coordinator,D 010,56058,52322,70810,5,322057
